rf,ef,ab,gb
0.335000,0.540000,0.498158,0.241612
0.020000,0.010000,0.494324,0.012970
0.000000,0.000000,0.493808,0.009226
0.225000,0.075000,0.497940,0.218460
0.110000,0.115000,0.497342,0.106834
0.520352,0.500000,0.500184,0.379864
0.005000,0.010000,0.495353,0.018756
0.000000,0.000000,0.494260,0.011187
0.035000,0.025000,0.495908,0.028867
0.005000,0.040000,0.494337,0.012166
0.005000,0.015000,0.495108,0.014387
0.035000,0.020000,0.493998,0.009309
0.015000,0.015000,0.496201,0.040215
0.210000,0.120000,0.497705,0.176153
0.000000,0.000000,0.494498,0.015556
0.005000,0.000000,0.494191,0.010415
0.000000,0.015000,0.494709,0.014012
0.435000,0.670000,0.499996,0.342750
0.000000,0.015000,0.493697,0.007302
0.040000,0.000000,0.496038,0.043366
0.020000,0.030000,0.495293,0.024176
0.005000,0.000000,0.493196,0.006438
0.010000,0.000000,0.493721,0.007074
0.000000,0.000000,0.495134,0.015136
0.000000,0.005000,0.496364,0.061100
0.000000,0.000000,0.494242,0.011953
0.070000,0.075000,0.497620,0.192382
0.015000,0.030000,0.496113,0.019990
0.005000,0.000000,0.494527,0.014218
0.065000,0.020000,0.495668,0.025260
0.050000,0.030000,0.496341,0.060072
0.600000,0.490000,0.501615,0.709113
0.050000,0.000000,0.495769,0.021422
0.015000,0.125000,0.495878,0.037367
0.000000,0.000000,0.493861,0.008527
0.000000,0.010000,0.494643,0.014078
0.075000,0.040000,0.496327,0.076044
0.025000,0.005000,0.495593,0.024013
0.090000,0.365000,0.495779,0.033384
0.125000,0.245000,0.496351,0.100717
0.035000,0.030000,0.494790,0.012338
0.000000,0.000000,0.493730,0.007945
0.000000,0.015000,0.494688,0.013774
0.000000,0.010000,0.494591,0.014018
0.045000,0.240000,0.496134,0.044076
0.040000,0.055000,0.495383,0.020332
0.005000,0.000000,0.494425,0.014028
0.025000,0.005000,0.496175,0.046994
0.020000,0.010000,0.494033,0.009397
0.055000,0.070000,0.495995,0.024772
0.045000,0.025000,0.495511,0.028231
0.090000,0.050000,0.496476,0.055319
0.190000,0.150000,0.498664,0.224242
0.000000,0.000000,0.493491,0.008610
0.005000,0.000000,0.494039,0.011489
0.000000,0.000000,0.493437,0.007098
0.085000,0.035000,0.495608,0.021960
0.010000,0.075000,0.494730,0.011640
0.040000,0.015000,0.496091,0.038658
0.010000,0.010000,0.494839,0.014362
0.010000,0.000000,0.493647,0.010016
0.000000,0.000000,0.494435,0.012510
0.005000,0.030000,0.494220,0.010282
0.100000,0.025000,0.496307,0.049123
0.110000,0.105000,0.497346,0.075435
0.010000,0.005000,0.493742,0.007843
0.015000,0.025000,0.494985,0.018168
0.010000,0.030000,0.496366,0.066558
0.000000,0.000000,0.493790,0.008583
0.105000,0.015000,0.496431,0.057191
0.010000,0.035000,0.494361,0.016240
0.090000,0.050000,0.497147,0.127649
0.010000,0.010000,0.493726,0.008352
0.160000,0.190000,0.498149,0.176086
0.290000,0.135000,0.496826,0.053878
0.000000,0.000000,0.494328,0.011105
0.045000,0.040000,0.496627,0.043055
0.005000,0.000000,0.494293,0.011149
0.140000,0.095000,0.497408,0.098930
0.010000,0.000000,0.494049,0.009994
0.005000,0.000000,0.494598,0.012238
0.540000,0.520000,0.498877,0.364820
0.095000,0.040000,0.495120,0.049794
0.045000,0.005000,0.495710,0.017321
0.005000,0.015000,0.494914,0.012920
0.170000,0.190000,0.495742,0.038069
0.000000,0.000000,0.495486,0.018779
0.345000,0.730000,0.497410,0.101497
0.035000,0.025000,0.496008,0.039600
0.045000,0.055000,0.495715,0.026337
0.080000,0.050000,0.496093,0.074681
0.145000,0.250000,0.496954,0.124567
0.025000,0.005000,0.495787,0.022600
0.300000,0.455000,0.499578,0.360228
0.085000,0.090000,0.496023,0.078691
0.015000,0.030000,0.495250,0.049402
0.335000,0.330000,0.499148,0.340309
0.000000,0.000000,0.493201,0.007957
0.094167,0.070000,0.496952,0.103746
0.045000,0.020000,0.494555,0.014959
0.540000,0.590000,0.498917,0.168387
0.000000,0.000000,0.495246,0.019844
0.000000,0.010000,0.494911,0.014670
0.005000,0.000000,0.494201,0.010518
0.070000,0.055000,0.496509,0.055441
0.020000,0.025000,0.494645,0.013339
0.270000,0.200000,0.497914,0.260438
0.055000,0.020000,0.494982,0.019273
0.010000,0.085000,0.493375,0.007088
0.015000,0.000000,0.496113,0.053584
0.005000,0.005000,0.496403,0.043378
0.045000,0.030000,0.496039,0.036571
0.090000,0.035000,0.496623,0.067597
0.030000,0.040000,0.494866,0.018377
0.030000,0.000000,0.495412,0.024434
0.010000,0.000000,0.494551,0.014223
0.095000,0.085000,0.496894,0.084697
0.015000,0.040000,0.496496,0.044718
0.000000,0.000000,0.493725,0.007879
0.040000,0.040000,0.494992,0.017971
0.000000,0.000000,0.493724,0.007955
0.040000,0.010000,0.496302,0.052653
0.000000,0.000000,0.494902,0.016414
0.250000,0.430000,0.497978,0.153377
0.000000,0.000000,0.494283,0.008551
0.000000,0.000000,0.494673,0.014417
0.000000,0.000000,0.494435,0.012510
0.020000,0.015000,0.495110,0.018666
0.020000,0.005000,0.495857,0.035469
0.015000,0.000000,0.495107,0.022336
0.000000,0.025000,0.494767,0.016604
0.010000,0.010000,0.494885,0.012895
0.225000,0.070000,0.496468,0.115093
0.015000,0.030000,0.495466,0.017188
0.325000,0.410000,0.497370,0.097900
0.000000,0.015000,0.494081,0.009996
0.045000,0.000000,0.496591,0.066653
0.070000,0.000000,0.495458,0.020456
0.130000,0.175000,0.497870,0.145427
0.050000,0.000000,0.494963,0.013456
0.150000,0.015000,0.497161,0.081714
0.250000,0.225000,0.499616,0.409493
0.180000,0.120000,0.497785,0.143130
0.025000,0.015000,0.496002,0.041736
0.160000,0.100000,0.497401,0.186524
0.110000,0.255000,0.496483,0.057812
0.630000,0.600000,0.501550,0.646260
0.720000,0.640000,0.500859,0.769937
0.030000,0.035000,0.494858,0.013683
0.005000,0.000000,0.494026,0.008785
0.325000,0.060000,0.498101,0.184175
0.040000,0.000000,0.495193,0.021007
0.005000,0.000000,0.495817,0.039169
0.000000,0.015000,0.494596,0.011472
0.135000,0.300000,0.496584,0.083072
0.015000,0.005000,0.494937,0.015920
0.000000,0.020000,0.492840,0.005854
0.040000,0.025000,0.494647,0.020405
0.025000,0.010000,0.496054,0.028655
0.035000,0.015000,0.496203,0.041591
0.000000,0.000000,0.493213,0.007098
0.040000,0.040000,0.496082,0.034966
0.365000,0.490000,0.498711,0.333166
0.000000,0.000000,0.493138,0.006589
0.015000,0.000000,0.493826,0.009564
0.000000,0.010000,0.494094,0.011316
0.000000,0.000000,0.494934,0.016036
0.000000,0.015000,0.493524,0.008035
0.000000,0.005000,0.493480,0.008583
0.110000,0.075000,0.496457,0.067854
0.060000,0.210000,0.495411,0.027595
0.005000,0.000000,0.493117,0.005864
0.000000,0.000000,0.494576,0.014980
0.040000,0.035000,0.495045,0.027653
0.000000,0.015000,0.493212,0.006871
0.000000,0.000000,0.494105,0.007879
0.000000,0.000000,0.493478,0.007797
0.015000,0.030000,0.495977,0.034794
0.010000,0.000000,0.494648,0.012579
0.000000,0.020000,0.495207,0.023045
0.000000,0.000000,0.493279,0.007176
0.080000,0.020000,0.495374,0.020201
0.010000,0.005000,0.494706,0.015935
0.005000,0.005000,0.496366,0.069344
0.060000,0.030000,0.495795,0.070038
0.025000,0.010000,0.495734,0.037528
0.000000,0.000000,0.493672,0.006335
0.015000,0.050000,0.494966,0.015239
0.065000,0.050000,0.495726,0.054519
0.515000,0.540000,0.499946,0.515574
0.025000,0.060000,0.495578,0.029846
0.080000,0.090000,0.495533,0.037065
0.000000,0.010000,0.493961,0.009957
0.005000,0.000000,0.493832,0.009564
0.550000,0.625000,0.498554,0.490270
0.715000,0.790000,0.502673,0.708938
0.020000,0.010000,0.495298,0.024075
0.010000,0.030000,0.495448,0.020843
0.045000,0.000000,0.494498,0.011800
0.000000,0.000000,0.493177,0.005785
0.070000,0.055000,0.494845,0.017236
0.000000,0.000000,0.493279,0.006963
0.080000,0.010000,0.496412,0.037389
0.015000,0.000000,0.495685,0.036988
0.005000,0.000000,0.494713,0.013524
0.000000,0.000000,0.493801,0.008347
0.000000,0.000000,0.493578,0.008275
0.015000,0.015000,0.495046,0.015518
0.105000,0.295000,0.496640,0.080754
0.275000,0.180000,0.496967,0.149290
0.020000,0.055000,0.497092,0.060873
0.005000,0.005000,0.494928,0.018220
0.035000,0.000000,0.495147,0.028315
0.055000,0.090000,0.496779,0.055452
0.000000,0.005000,0.493428,0.006938
0.000000,0.000000,0.494944,0.013331
0.100000,0.045000,0.496094,0.054099
0.000000,0.000000,0.494420,0.013607
0.015000,0.010000,0.495584,0.025202
0.000000,0.010000,0.494240,0.008723
0.010000,0.000000,0.495135,0.022135
0.020000,0.010000,0.494910,0.022352
0.045000,0.025000,0.496074,0.041695
0.045000,0.020000,0.496868,0.068466
0.110000,0.095000,0.497264,0.092509
0.035000,0.005000,0.494469,0.015608
0.005000,0.000000,0.494171,0.011502
0.040000,0.125000,0.496434,0.049082
0.065000,0.005000,0.496659,0.061735
0.005000,0.015000,0.494951,0.020306
0.120000,0.010000,0.495966,0.047310
0.250000,0.300000,0.498171,0.182970
0.300000,0.155000,0.495694,0.217559
0.020000,0.000000,0.494972,0.013348
0.015000,0.000000,0.495291,0.020860
0.115000,0.195000,0.494688,0.021983
0.000000,0.000000,0.493254,0.006593
0.000000,0.000000,0.493744,0.007098
0.000000,0.000000,0.493959,0.009216
0.000000,0.005000,0.494694,0.014651
0.075000,0.105000,0.496427,0.039996
0.000000,0.000000,0.493957,0.008975
0.030000,0.230000,0.496851,0.076596
0.005000,0.000000,0.493360,0.007098
0.180000,0.270000,0.495626,0.036288
0.145000,0.105000,0.497855,0.163853
0.015000,0.005000,0.494497,0.013662
0.010000,0.000000,0.494170,0.011855
0.095000,0.095000,0.496374,0.054651
0.020000,0.015000,0.494759,0.014268
0.020000,0.090000,0.494958,0.013771
0.000000,0.010000,0.493978,0.008492
0.000000,0.000000,0.493365,0.006335
0.155000,0.080000,0.497612,0.100133
0.000000,0.000000,0.496138,0.052362
0.000000,0.000000,0.493570,0.007098
0.090000,0.075000,0.497293,0.122293
0.060000,0.005000,0.496133,0.039236
0.015000,0.000000,0.494579,0.012784
0.010000,0.000000,0.495216,0.024815
0.020000,0.035000,0.494895,0.017366
0.015000,0.000000,0.494256,0.010809
0.015000,0.000000,0.493952,0.009589
0.000000,0.000000,0.494464,0.012340
0.005000,0.000000,0.493267,0.008348
0.000000,0.010000,0.494708,0.014373
0.010000,0.010000,0.495526,0.018674
0.050000,0.015000,0.496084,0.035684
0.050000,0.010000,0.496020,0.035960
0.045000,0.045000,0.496078,0.036284
0.265000,0.145000,0.498956,0.308452
0.270000,0.230000,0.497042,0.108086
0.000000,0.010000,0.494026,0.009675
0.395000,0.415000,0.499497,0.431531
0.005000,0.005000,0.494720,0.014489
0.130000,0.110000,0.497025,0.080260
0.000000,0.010000,0.493860,0.009626
0.165000,0.085000,0.494273,0.017265
0.025000,0.000000,0.496706,0.074373
0.010000,0.020000,0.495344,0.034727
0.115000,0.035000,0.496761,0.069272
0.685000,0.770000,0.500460,0.554593
0.000000,0.000000,0.493977,0.008609
0.000000,0.000000,0.493925,0.008395
0.010000,0.000000,0.494102,0.010860
0.005000,0.000000,0.493625,0.007973
0.035000,0.030000,0.495554,0.027568
0.270000,0.245000,0.498774,0.337993
0.000000,0.000000,0.493534,0.008812
0.025000,0.005000,0.494145,0.011940
0.030000,0.035000,0.494981,0.015519
0.025000,0.015000,0.494477,0.012031
0.025000,0.005000,0.495599,0.022862
0.000000,0.000000,0.493388,0.006615
0.005000,0.010000,0.493636,0.009427
0.105000,0.050000,0.495851,0.028032
0.005000,0.075000,0.493442,0.007225
0.320000,0.225000,0.499537,0.351871
0.000000,0.020000,0.493460,0.008093
0.040000,0.010000,0.495254,0.019021
0.005000,0.000000,0.494731,0.014265
0.005000,0.030000,0.494231,0.011740
0.000000,0.000000,0.493744,0.007098
0.090000,0.020000,0.496739,0.059535
0.020000,0.005000,0.495294,0.018068
0.035000,0.005000,0.495217,0.015932
0.060000,0.060000,0.496147,0.057341
0.015000,0.005000,0.494763,0.014112
0.030000,0.030000,0.496031,0.038785
0.005000,0.000000,0.493755,0.007485
0.000000,0.005000,0.494899,0.013130
0.010000,0.000000,0.493928,0.009719
0.005000,0.000000,0.494091,0.010665
0.005000,0.000000,0.494362,0.011067
0.055000,0.005000,0.495172,0.018251
0.200000,0.105000,0.496592,0.068369
0.025000,0.000000,0.494904,0.011415
0.090000,0.065000,0.498185,0.165843
0.000000,0.000000,0.494803,0.010139
0.355000,0.345000,0.498800,0.310485
0.025000,0.015000,0.495495,0.026059
0.000000,0.000000,0.493520,0.007098
0.000000,0.010000,0.495057,0.017322
0.150000,0.040000,0.496414,0.060748
0.015000,0.015000,0.495140,0.015869
0.310000,0.305000,0.498381,0.230023
0.010000,0.055000,0.494780,0.014677
0.015000,0.005000,0.494382,0.009798
0.005000,0.005000,0.495166,0.021260
0.000000,0.000000,0.494721,0.015851
0.000000,0.000000,0.493374,0.007098
0.020000,0.000000,0.494365,0.010999
0.025000,0.000000,0.494352,0.012311
0.100000,0.050000,0.495497,0.039473
0.075000,0.075000,0.494154,0.010272
0.025000,0.015000,0.494973,0.027587
0.005000,0.000000,0.492988,0.006293
0.010000,0.025000,0.494538,0.016412
0.020000,0.095000,0.494463,0.011177
0.000000,0.000000,0.493240,0.006348
0.005000,0.005000,0.494115,0.011638
0.000000,0.000000,0.492981,0.006072
0.060000,0.075000,0.497542,0.103314
0.505000,0.390000,0.499258,0.408656
0.000000,0.000000,0.494247,0.011852
0.065000,0.055000,0.496098,0.041058
0.020000,0.030000,0.495163,0.018173
0.000000,0.005000,0.494288,0.012034
0.010000,0.000000,0.494285,0.009852
0.010000,0.000000,0.494949,0.025625
0.005000,0.010000,0.494566,0.014947
0.020000,0.010000,0.494276,0.010720
0.035000,0.040000,0.494563,0.013749
0.030000,0.010000,0.496238,0.049523
0.105000,0.105000,0.498219,0.169354
0.000000,0.000000,0.493853,0.008891
0.035000,0.010000,0.497039,0.084087
0.000000,0.000000,0.493521,0.007098
0.000000,0.000000,0.493634,0.007767
0.095000,0.050000,0.494787,0.015059
0.100000,0.115000,0.496731,0.070326
0.045000,0.020000,0.496409,0.055966
0.040000,0.040000,0.494858,0.059728
0.020000,0.030000,0.495939,0.047994
0.015000,0.005000,0.494250,0.009696
0.010000,0.015000,0.495649,0.018962
0.150000,0.310000,0.497519,0.124599
0.000000,0.035000,0.495161,0.023882
0.005000,0.000000,0.495056,0.026782
0.000000,0.000000,0.493269,0.006898
0.005000,0.005000,0.494607,0.013382
0.010000,0.000000,0.494483,0.012670
0.010000,0.000000,0.494761,0.015174
0.050000,0.010000,0.496597,0.068727
0.430000,0.430000,0.498781,0.358868
0.000000,0.000000,0.494938,0.016001
0.015000,0.005000,0.495084,0.018942
0.025000,0.025000,0.495954,0.053386
0.050000,0.015000,0.495598,0.034306
0.005000,0.000000,0.494129,0.011053
0.205000,0.160000,0.497479,0.117785
0.045000,0.190000,0.496069,0.026585
0.000000,0.000000,0.495537,0.030992
0.385000,0.330000,0.496728,0.096787
0.010000,0.035000,0.495093,0.018459
0.020000,0.020000,0.496568,0.057466
0.005000,0.010000,0.495497,0.028277
0.020000,0.010000,0.494674,0.009829
0.055000,0.055000,0.495348,0.023915
0.020000,0.040000,0.496406,0.065129
0.355000,0.450000,0.498708,0.326729
0.025000,0.000000,0.494361,0.012318
0.000000,0.005000,0.493979,0.011089
0.010000,0.165000,0.493770,0.007816
0.185000,0.045000,0.496780,0.083944
0.010000,0.045000,0.494242,0.012756
0.265000,0.060000,0.497871,0.166494
0.005000,0.005000,0.496271,0.068891
0.080000,0.115000,0.495967,0.038760
0.190000,0.035000,0.497258,0.108587
0.105000,0.180000,0.496976,0.089779
0.030000,0.000000,0.496307,0.043520
0.005000,0.000000,0.495135,0.019091
0.000000,0.005000,0.494371,0.011134
0.015000,0.005000,0.495640,0.022435
0.000000,0.000000,0.494047,0.009069
0.065000,0.095000,0.495953,0.032441
0.005000,0.000000,0.495793,0.042350
0.010000,0.000000,0.494123,0.012773
0.180000,0.055000,0.497801,0.141530
0.110000,0.095000,0.496497,0.069914
0.015000,0.000000,0.494928,0.016760
0.015000,0.005000,0.495141,0.015466
0.000000,0.000000,0.494261,0.013438
0.005000,0.015000,0.495248,0.015531
0.035000,0.005000,0.495049,0.024736
0.020000,0.005000,0.494527,0.010993
0.010000,0.000000,0.494750,0.016601
0.025000,0.030000,0.497283,0.070600
0.280000,0.335000,0.497825,0.194281
0.000000,0.005000,0.494780,0.015497
0.015000,0.000000,0.495632,0.023983
0.000000,0.005000,0.496041,0.045167
0.000000,0.000000,0.493356,0.007094
0.000000,0.000000,0.495441,0.022578
0.130000,0.135000,0.497707,0.124688
0.010000,0.000000,0.495341,0.022051
0.075000,0.070000,0.497000,0.098720
0.000000,0.000000,0.494659,0.014258
0.430000,0.425000,0.498434,0.367720
0.005000,0.005000,0.495116,0.022138
0.000000,0.010000,0.495045,0.019755
0.010000,0.000000,0.494524,0.012174
0.430859,0.444444,0.500184,0.457519
0.115000,0.055000,0.485237,0.015386
0.050000,0.040000,0.497092,0.086904
0.140000,0.060000,0.498151,0.208969
0.010000,0.000000,0.496296,0.049700
0.035000,0.105000,0.494143,0.008246
0.000000,0.000000,0.494528,0.013414
0.015000,0.000000,0.495420,0.021986
0.000000,0.000000,0.494350,0.012554
0.000000,0.000000,0.493452,0.013607
0.010000,0.005000,0.494116,0.011402
0.070000,0.065000,0.497537,0.129423
0.340000,0.405000,0.499103,0.267603
0.020000,0.020000,0.495979,0.053289
0.030000,0.015000,0.495960,0.022947
0.040000,0.020000,0.497556,0.096255
0.020000,0.010000,0.494894,0.021231
0.005000,0.010000,0.496004,0.027043
0.005000,0.020000,0.494457,0.014516
0.010000,0.000000,0.495088,0.022452
0.065000,0.075000,0.497620,0.107912
0.000000,0.000000,0.493510,0.006873
0.010000,0.010000,0.494869,0.013650
0.105000,0.075000,0.497562,0.142097
0.005000,0.000000,0.495072,0.015343
0.330000,0.375000,0.500199,0.507601
0.615000,0.780000,0.500404,0.649576
0.100000,0.040000,0.496493,0.068826
0.000000,0.025000,0.493797,0.010744
0.135000,0.180000,0.498255,0.250019
0.020000,0.015000,0.496192,0.055888
0.085000,0.035000,0.496647,0.043430
0.030000,0.010000,0.495891,0.041393
0.040000,0.075000,0.495783,0.057518
0.045000,0.005000,0.496191,0.024462
0.192392,0.200000,0.499216,0.244827
0.005000,0.000000,0.494261,0.010357
0.010000,0.000000,0.494652,0.017207
0.005000,0.000000,0.495304,0.021691
0.535000,0.550000,0.498795,0.429776
0.025000,0.055000,0.494978,0.016832
0.060000,0.010000,0.494947,0.013791
0.005000,0.020000,0.494957,0.013925
0.185000,0.240000,0.496172,0.032549
0.425000,0.460000,0.499323,0.496913
0.220000,0.055000,0.500769,0.517693
0.200000,0.445000,0.498230,0.188196
0.020000,0.020000,0.495399,0.022400
0.372589,0.202500,0.496977,0.114833
0.435000,0.260000,0.501978,0.536173
0.010000,0.020000,0.495908,0.032116
0.085000,0.115000,0.496854,0.062213
0.130000,0.075000,0.498194,0.208312
0.040000,0.040000,0.496181,0.033501
0.085000,0.075000,0.497572,0.108478
0.045000,0.035000,0.496873,0.098493
0.430000,0.580000,0.501374,0.632965
0.035000,0.040000,0.496318,0.057922
0.000000,0.000000,0.493187,0.006630
0.390000,0.405000,0.499566,0.506916
0.000000,0.000000,0.493567,0.007868
0.585000,0.430000,0.501530,0.730361
0.010000,0.010000,0.495558,0.029665
0.195000,0.060000,0.497521,0.102606
0.015000,0.000000,0.493353,0.007316
0.010000,0.000000,0.493733,0.009060
0.000000,0.000000,0.494324,0.010255
0.090000,0.040000,0.496996,0.080952
0.005000,0.015000,0.496373,0.052036
0.000000,0.000000,0.495687,0.032566
0.000000,0.000000,0.493724,0.007955
0.000000,0.000000,0.493634,0.006910
0.000000,0.000000,0.493362,0.007098
0.015000,0.050000,0.494950,0.015130
0.005000,0.000000,0.494565,0.013316
0.580000,0.550000,0.500174,0.581718
0.005000,0.000000,0.495853,0.033349
0.120000,0.015000,0.497129,0.091084
0.005000,0.000000,0.494954,0.015046
0.035000,0.020000,0.497202,0.093672
0.065000,0.020000,0.496941,0.068422
0.000000,0.000000,0.493204,0.006910
0.000000,0.000000,0.493751,0.006874
0.705000,0.770000,0.501311,0.835480
0.015000,0.010000,0.495368,0.016150
0.025000,0.075000,0.496729,0.071864
0.000000,0.000000,0.493741,0.008756
0.025000,0.055000,0.495575,0.061225
0.005000,0.000000,0.494930,0.017272
0.105000,0.045000,0.495876,0.048360
0.060000,0.015000,0.495594,0.032979
0.170000,0.235000,0.497269,0.124730
0.005000,0.010000,0.493776,0.008795
0.035000,0.010000,0.496324,0.070919
0.000000,0.000000,0.494544,0.012838
0.000000,0.000000,0.493721,0.008555
0.145000,0.080000,0.496830,0.060899
0.380000,0.495000,0.497614,0.321821
0.670000,0.655000,0.498643,0.627356
0.005000,0.010000,0.494613,0.012718
0.070000,0.050000,0.497147,0.100736
0.050000,0.015000,0.495540,0.019871
0.630000,0.690000,0.501349,0.842371
0.890000,0.740000,0.503226,0.803622
0.000000,0.000000,0.493736,0.008467
0.090000,0.055000,0.496504,0.069448
0.470000,0.655000,0.500017,0.463010
0.030000,0.020000,0.496660,0.071301
0.005000,0.000000,0.495458,0.017763
0.000000,0.000000,0.493542,0.007098
0.015000,0.005000,0.494967,0.023993
0.000000,0.000000,0.494191,0.011830
0.030000,0.010000,0.495837,0.029288
0.030000,0.005000,0.496555,0.052848
0.205000,0.350000,0.496896,0.114582
0.050000,0.080000,0.495120,0.025613
0.000000,0.005000,0.493017,0.006060
0.110000,0.110000,0.497107,0.100296
0.005000,0.005000,0.494246,0.010416
