rf,ef,ab,gb,Probability
0.005,0,0.493848,0.007232,0.005518686
0.03,0,0.494125,0.008419,0.010827271
0.02,0.08,0.495699,0.031453,0.022087104
0.035,0,0.494965,0.015956,0.019398699
0,0,0.493193,0.006694,0.005985158
0.15,0.13,0.495569,0.045691,0.092625318
0.01,0,0.49368,0.010448,0.011000346
0.005,0,0.494845,0.014589,0.015288691
0.04,0.005,0.495603,0.022099,0.018799018
0,0,0.493572,0.008891,0.0055719
0.05,0.02,0.496123,0.038551,0.027609988
0.025,0.095,0.494864,0.018392,0.018520823
0,0.005,0.495462,0.037029,0.034258798
0.165,0.05,0.496514,0.072183,0.07254736
0.475,0.495,0.501258,0.627909,0.48580529
0.15,0.05,0.497046,0.080889,0.120134984
0.005,0.005,0.494456,0.013095,0.011341669
0,0,0.494383,0.01003,0.011084159
0.295,0.205,0.497472,0.14355,0.129564179
0,0.01,0.49351,0.009176,0.008016281
0.035,0.005,0.49514,0.023064,0.025573801
0,0,0.493271,0.006615,0.006641066
0.09,0.03,0.496338,0.038413,0.027671684
0.07,0.075,0.496411,0.076958,0.121677096
0,0,0.493561,0.007098,0.005074083
0,0,0.494336,0.01049,0.007632053
0.01,0,0.494916,0.020262,0.017456529
0.085,0.075,0.496282,0.064967,0.103911968
0.01,0,0.493332,0.006376,0.005530427
0,0,0.494151,0.010482,0.008102176
0.385,0.365,0.499193,0.295675,0.31909503
0.115,0.12,0.497561,0.10817,0.125832494
0.495,0.59,0.501542,0.556706,0.514628511
0.075,0.025,0.497172,0.087162,0.07090896
0.205,0.495,0.498358,0.250885,0.273307518
0.01,0.01,0.49442,0.01054,0.022366291
0.135,0.135,0.497196,0.104429,0.107874881
0,0.005,0.493556,0.008359,0.006253625
0,0.015,0.494712,0.015038,0.014444091
0.425,0.72,0.499458,0.309103,0.357219921
0.005,0,0.494008,0.009929,0.011041178
0.035,0.02,0.495968,0.046426,0.040381054
0.425,0.425,0.500643,0.548514,0.451989078
0.015,0,0.494409,0.012337,0.011303386
0.01,0,0.495459,0.019366,0.021889515
0.065,0.035,0.494576,0.014372,0.00824985
0.005,0.01,0.494446,0.010764,0.007106631
0.14,0.285,0.496963,0.062974,0.091744769
0.135,0.055,0.497556,0.144266,0.145880413
0.04,0.02,0.495746,0.032069,0.027250639
0.35,0.55,0.497438,0.176626,0.217527514
0.18,0.03,0.497041,0.115448,0.103749276
0.11,0.14,0.497408,0.107039,0.097063261
0.535,0.565,0.499905,0.504467,0.467701289
0,0,0.492729,0.005854,0.003893275
0.015,0.005,0.494933,0.016418,0.014515359
0.145,0.03,0.496979,0.076249,0.090037451
0.505,0.44,0.49909,0.368025,0.358515031
0.01,0.025,0.495541,0.03776,0.033589884
0,0,0.494088,0.009022,0.010443262
0.095,0.22,0.497014,0.08584,0.08465613
0.045,0,0.495638,0.032494,0.049656808
0,0.005,0.493506,0.006757,0.005059159
0.5,0.43,0.49961,0.466829,0.374223209
0.125,0.14,0.497768,0.163137,0.138702808
0.025,0.08,0.495207,0.026557,0.026605129
0.015,0.015,0.495373,0.030403,0.026932656
0.01,0.04,0.49563,0.030185,0.035163192
0.085,0.17,0.498114,0.15002,0.189437911
0.03,0.025,0.496028,0.038592,0.029737125
0.005,0,0.494343,0.012456,0.018475973
0.04,0.035,0.496176,0.049121,0.043290286
0.005,0.095,0.494927,0.017468,0.01233404
0.045,0.035,0.496798,0.096087,0.10043056
0,0,0.493123,0.006964,0.004729369
0.01,0,0.493869,0.009133,0.006566808
0.015,0,0.494401,0.009035,0.011490122
0.055,0,0.497024,0.089946,0.093655297
0.005,0.01,0.49523,0.019933,0.019605102
0.015,0.01,0.495717,0.030495,0.045362642
0.275,0.16,0.500971,0.541149,0.322936127
0.02,0,0.495753,0.030333,0.017932314
0.06,0.055,0.49513,0.023856,0.039848771
0.025,0.055,0.495203,0.028256,0.031545911
0.01,0.01,0.494433,0.013555,0.015305889
0,0,0.493337,0.0067,0.007840435
0.06,0.005,0.49598,0.036194,0.042192777
0.335,0.54,0.498158,0.241612,0.254954702
0.02,0.01,0.494324,0.01297,0.013082278
0,0,0.493808,0.009226,0.005519153
0.225,0.075,0.49794,0.21846,0.235210133
0.11,0.115,0.497342,0.106834,0.120259405
0.520352,0.5,0.500184,0.379864,0.37712881
0.005,0.01,0.495353,0.018756,0.014825274
0,0,0.49426,0.011187,0.009619976
0.035,0.025,0.495908,0.028867,0.026287003
0.005,0.04,0.494337,0.012166,0.010948244
0.005,0.015,0.495108,0.014387,0.022651895
0.035,0.02,0.493998,0.009309,0.007114755
0.015,0.015,0.496201,0.040215,0.031281747
0.21,0.12,0.497705,0.176153,0.13461291
0,0,0.494498,0.015556,0.012513551
0.005,0,0.494191,0.010415,0.010113513
0,0.015,0.494709,0.014012,0.012607637
0.435,0.67,0.499996,0.34275,0.427065599
0,0.015,0.493697,0.007302,0.010141371
0.04,0,0.496038,0.043366,0.032488088
0.02,0.03,0.495293,0.024176,0.025731712
0.005,0,0.493196,0.006438,0.008169941
0.01,0,0.493721,0.007074,0.00774341
0,0,0.495134,0.015136,0.013365732
0,0.005,0.496364,0.0611,0.045143107
0,0,0.494242,0.011953,0.011140042
0.07,0.075,0.49762,0.192382,0.22336578
0.015,0.03,0.496113,0.01999,0.02825837
0.005,0,0.494527,0.014218,0.015006858
0.065,0.02,0.495668,0.02526,0.032422788
0.05,0.03,0.496341,0.060072,0.083952366
0.6,0.49,0.501615,0.709113,0.512159768
0.05,0,0.495769,0.021422,0.028039599
0.015,0.125,0.495878,0.037367,0.027075871
0,0,0.493861,0.008527,0.009059878
0,0.01,0.494643,0.014078,0.01181482
0.075,0.04,0.496327,0.076044,0.091343409
0.025,0.005,0.495593,0.024013,0.042478448
0.09,0.365,0.495779,0.033384,0.060093925
0.125,0.245,0.496351,0.100717,0.128677644
0.035,0.03,0.49479,0.012338,0.018096552
0,0,0.49373,0.007945,0.00576654
0,0.015,0.494688,0.013774,0.018092687
0,0.01,0.494591,0.014018,0.017038021
0.045,0.24,0.496134,0.044076,0.045979938
0.04,0.055,0.495383,0.020332,0.030225256
0.005,0,0.494425,0.014028,0.012209976
0.025,0.005,0.496175,0.046994,0.040762956
0.02,0.01,0.494033,0.009397,0.009131813
0.055,0.07,0.495995,0.024772,0.032647249
0.045,0.025,0.495511,0.028231,0.023585997
0.09,0.05,0.496476,0.055319,0.058868214
0.19,0.15,0.498664,0.224242,0.153402766
0,0,0.493491,0.00861,0.005322549
0.005,0,0.494039,0.011489,0.013105802
0,0,0.493437,0.007098,0.005159567
0.085,0.035,0.495608,0.02196,0.040767295
0.01,0.075,0.49473,0.01164,0.013897707
0.04,0.015,0.496091,0.038658,0.044600675
0.01,0.01,0.494839,0.014362,0.011131823
0.01,0,0.493647,0.010016,0.013207455
0,0,0.494435,0.01251,0.013386807
0.005,0.03,0.49422,0.010282,0.009074853
0.1,0.025,0.496307,0.049123,0.046923496
0.11,0.105,0.497346,0.075435,0.121941351
0.01,0.005,0.493742,0.007843,0.006013463
0.015,0.025,0.494985,0.018168,0.022925932
0.01,0.03,0.496366,0.066558,0.062395524
0,0,0.49379,0.008583,0.005514131
0.105,0.015,0.496431,0.057191,0.066716207
0.01,0.035,0.494361,0.01624,0.011837842
0.09,0.05,0.497147,0.127649,0.140949815
0.01,0.01,0.493726,0.008352,0.008065144
0.16,0.19,0.498149,0.176086,0.130799696
0.29,0.135,0.496826,0.053878,0.103997935
0,0,0.494328,0.011105,0.011687715
0.045,0.04,0.496627,0.043055,0.053699677
0.005,0,0.494293,0.011149,0.011503557
0.14,0.095,0.497408,0.09893,0.086178025
0.01,0,0.494049,0.009994,0.01010651
0.005,0,0.494598,0.012238,0.011210914
0.54,0.52,0.498877,0.36482,0.382704263
0.095,0.04,0.49512,0.049794,0.111357765
0.045,0.005,0.49571,0.017321,0.019396019
0.005,0.015,0.494914,0.01292,0.014412931
0.17,0.19,0.495742,0.038069,0.087739976
0,0,0.495486,0.018779,0.014590971
0.345,0.73,0.49741,0.101497,0.12407086
0.035,0.025,0.496008,0.0396,0.033568507
0.045,0.055,0.495715,0.026337,0.02392899
0.08,0.05,0.496093,0.074681,0.106025294
0.145,0.25,0.496954,0.124567,0.127008404
0.025,0.005,0.495787,0.0226,0.020330909
0.3,0.455,0.499578,0.360228,0.311908158
0.085,0.09,0.496023,0.078691,0.157595324
0.015,0.03,0.49525,0.049402,0.016702764
0.335,0.33,0.499148,0.340309,0.257437681
0,0,0.493201,0.007957,0.004750108
0.094167,0.07,0.496952,0.103746,0.092047319
0.045,0.02,0.494555,0.014959,0.011733589
0.54,0.59,0.498917,0.168387,0.333918833
0,0,0.495246,0.019844,0.016678345
0,0.01,0.494911,0.01467,0.020859781
0.005,0,0.494201,0.010518,0.012693312
0.07,0.055,0.496509,0.055441,0.047936454
0.02,0.025,0.494645,0.013339,0.012431182
0.27,0.2,0.497914,0.260438,0.278488174
0.055,0.02,0.494982,0.019273,0.031240754
0.01,0.085,0.493375,0.007088,0.007776598
0.015,0,0.496113,0.053584,0.129540117
0.005,0.005,0.496403,0.043378,0.033891928
0.045,0.03,0.496039,0.036571,0.043958873
0.09,0.035,0.496623,0.067597,0.058401245
0.03,0.04,0.494866,0.018377,0.041571917
0.03,0,0.495412,0.024434,0.024794382
0.01,0,0.494551,0.014223,0.013660511
0.095,0.085,0.496894,0.084697,0.143142164
0.015,0.04,0.496496,0.044718,0.050322132
0,0,0.493725,0.007879,0.007041222
0.04,0.04,0.494992,0.017971,0.023181981
0,0,0.493724,0.007955,0.009261347
0.04,0.01,0.496302,0.052653,0.057530793
0,0,0.494902,0.016414,0.016137259
0.25,0.43,0.497978,0.153377,0.181970592
0,0,0.494283,0.008551,0.009351578
0,0,0.494673,0.014417,0.021585268
0,0,0.494435,0.01251,0.011868039
0.02,0.015,0.49511,0.018666,0.023189476
0.02,0.005,0.495857,0.035469,0.035508097
0.015,0,0.495107,0.022336,0.025529418
0,0.025,0.494767,0.016604,0.011419117
0.01,0.01,0.494885,0.012895,0.023841628
0.225,0.07,0.496468,0.115093,0.151284314
0.015,0.03,0.495466,0.017188,0.018923537
0.325,0.41,0.49737,0.0979,0.162503277
0,0.015,0.494081,0.009996,0.010063822
0.045,0,0.496591,0.066653,0.041275944
0.07,0,0.495458,0.020456,0.026524288
0.13,0.175,0.49787,0.145427,0.101865128
0.05,0,0.494963,0.013456,0.017410869
0.15,0.015,0.497161,0.081714,0.109233024
0.25,0.225,0.499616,0.409493,0.337581246
0.18,0.12,0.497785,0.14313,0.131738401
0.025,0.015,0.496002,0.041736,0.056835273
0.16,0.1,0.497401,0.186524,0.187927201
0.11,0.255,0.496483,0.057812,0.064928861
0.63,0.6,0.50155,0.64626,0.59514023
0.72,0.64,0.500859,0.769937,0.601666512
0.03,0.035,0.494858,0.013683,0.013865855
0.005,0,0.494026,0.008785,0.009669253
0.325,0.06,0.498101,0.184175,0.150735377
0.04,0,0.495193,0.021007,0.024354622
0.005,0,0.495817,0.039169,0.025598582
0,0.015,0.494596,0.011472,0.022387044
0.135,0.3,0.496584,0.083072,0.063997874
0.015,0.005,0.494937,0.01592,0.027876422
0,0.02,0.49284,0.005854,0.003890015
0.04,0.025,0.494647,0.020405,0.031723526
0.025,0.01,0.496054,0.028655,0.039050264
0.035,0.015,0.496203,0.041591,0.03698373
0,0,0.493213,0.007098,0.005979341
0.04,0.04,0.496082,0.034966,0.057136749
0.365,0.49,0.498711,0.333166,0.288663675
0,0,0.493138,0.006589,0.004489285
0.015,0,0.493826,0.009564,0.009492605
0,0.01,0.494094,0.011316,0.010914597
0,0,0.494934,0.016036,0.008140293
0,0.015,0.493524,0.008035,0.007670788
0,0.005,0.49348,0.008583,0.005553383
0.11,0.075,0.496457,0.067854,0.107199398
0.06,0.21,0.495411,0.027595,0.035467626
0.005,0,0.493117,0.005864,0.010736918
0,0,0.494576,0.01498,0.01156295
0.04,0.035,0.495045,0.027653,0.035200062
0,0.015,0.493212,0.006871,0.007772903
0,0,0.494105,0.007879,0.005818901
0,0,0.493478,0.007797,0.005948309
0.015,0.03,0.495977,0.034794,0.038237538
0.01,0,0.494648,0.012579,0.014120785
0,0.02,0.495207,0.023045,0.022188128
0,0,0.493279,0.007176,0.008682358
0.08,0.02,0.495374,0.020201,0.033914259
0.01,0.005,0.494706,0.015935,0.013079939
0.005,0.005,0.496366,0.069344,0.069667244
0.06,0.03,0.495795,0.070038,0.106082028
0.025,0.01,0.495734,0.037528,0.047409207
0,0,0.493672,0.006335,0.006749103
0.015,0.05,0.494966,0.015239,0.017033078
0.065,0.05,0.495726,0.054519,0.067016285
0.515,0.54,0.499946,0.515574,0.448217352
0.025,0.06,0.495578,0.029846,0.042904947
0.08,0.09,0.495533,0.037065,0.060366542
0,0.01,0.493961,0.009957,0.012380147
0.005,0,0.493832,0.009564,0.007566786
0.55,0.625,0.498554,0.49027,0.587493754
0.715,0.79,0.502673,0.708938,0.703547619
0.02,0.01,0.495298,0.024075,0.020928841
0.01,0.03,0.495448,0.020843,0.014796585
0.045,0,0.494498,0.0118,0.012284085
0,0,0.493177,0.005785,0.005268767
0.07,0.055,0.494845,0.017236,0.018699505
0,0,0.493279,0.006963,0.004576514
0.08,0.01,0.496412,0.037389,0.091586149
0.015,0,0.495685,0.036988,0.031996599
0.005,0,0.494713,0.013524,0.009463476
0,0,0.493801,0.008347,0.008603227
0,0,0.493578,0.008275,0.0059682
0.015,0.015,0.495046,0.015518,0.016150174
0.105,0.295,0.49664,0.080754,0.082164863
0.275,0.18,0.496967,0.14929,0.156074654
0.02,0.055,0.497092,0.060873,0.040283244
0.005,0.005,0.494928,0.01822,0.024173742
0.035,0,0.495147,0.028315,0.042026719
0.055,0.09,0.496779,0.055452,0.037670412
0,0.005,0.493428,0.006938,0.006435476
0,0,0.494944,0.013331,0.012023923
0.1,0.045,0.496094,0.054099,0.035885059
0,0,0.49442,0.013607,0.024831001
0.015,0.01,0.495584,0.025202,0.018939906
0,0.01,0.49424,0.008723,0.011161886
0.01,0,0.495135,0.022135,0.023202166
0.02,0.01,0.49491,0.022352,0.024649025
0.045,0.025,0.496074,0.041695,0.058830285
0.045,0.02,0.496868,0.068466,0.096096374
0.11,0.095,0.497264,0.092509,0.10719687
0.035,0.005,0.494469,0.015608,0.017020999
0.005,0,0.494171,0.011502,0.014821428
0.04,0.125,0.496434,0.049082,0.10544798
0.065,0.005,0.496659,0.061735,0.047513624
0.005,0.015,0.494951,0.020306,0.017981637
0.12,0.01,0.495966,0.04731,0.033135915
0.25,0.3,0.498171,0.18297,0.247882879
0.3,0.155,0.495694,0.217559,0.3074445
0.02,0,0.494972,0.013348,0.014266159
0.015,0,0.495291,0.02086,0.021711099
0.115,0.195,0.494688,0.021983,0.103066548
0,0,0.493254,0.006593,0.005290906
0,0,0.493744,0.007098,0.006510927
0,0,0.493959,0.009216,0.007981305
0,0.005,0.494694,0.014651,0.008877154
0.075,0.105,0.496427,0.039996,0.024285273
0,0,0.493957,0.008975,0.0093313
0.03,0.23,0.496851,0.076596,0.081181544
0.005,0,0.49336,0.007098,0.009290119
0.18,0.27,0.495626,0.036288,0.082455578
0.145,0.105,0.497855,0.163853,0.196486301
0.015,0.005,0.494497,0.013662,0.018968366
0.01,0,0.49417,0.011855,0.016493239
0.095,0.095,0.496374,0.054651,0.045264698
0.02,0.015,0.494759,0.014268,0.014867208
0.02,0.09,0.494958,0.013771,0.014702613
0,0.01,0.493978,0.008492,0.010901162
0,0,0.493365,0.006335,0.007166765
0.155,0.08,0.497612,0.100133,0.104707304
0,0,0.496138,0.052362,0.076285668
0,0,0.49357,0.007098,0.006285049
0.09,0.075,0.497293,0.122293,0.124574596
0.06,0.005,0.496133,0.039236,0.055004638
0.015,0,0.494579,0.012784,0.013259469
0.01,0,0.495216,0.024815,0.021165962
0.02,0.035,0.494895,0.017366,0.01071202
0.015,0,0.494256,0.010809,0.01448114
0.015,0,0.493952,0.009589,0.011533438
0,0,0.494464,0.01234,0.014358558
0.005,0,0.493267,0.008348,0.007326085
0,0.01,0.494708,0.014373,0.012492187
0.01,0.01,0.495526,0.018674,0.019643319
0.05,0.015,0.496084,0.035684,0.034049322
0.05,0.01,0.49602,0.03596,0.040780083
0.045,0.045,0.496078,0.036284,0.027737953
0.265,0.145,0.498956,0.308452,0.284014498
0.27,0.23,0.497042,0.108086,0.247714042
0,0.01,0.494026,0.009675,0.009947472
0.395,0.415,0.499497,0.431531,0.340119244
0.005,0.005,0.49472,0.014489,0.024021773
0.13,0.11,0.497025,0.08026,0.067217099
0,0.01,0.49386,0.009626,0.006407443
0.165,0.085,0.494273,0.017265,0.025535838
0.025,0,0.496706,0.074373,0.06912032
0.01,0.02,0.495344,0.034727,0.028068781
0.115,0.035,0.496761,0.069272,0.050683464
0.685,0.77,0.50046,0.554593,0.613436166
0,0,0.493977,0.008609,0.004826551
0,0,0.493925,0.008395,0.006123246
0.01,0,0.494102,0.01086,0.01423802
0.005,0,0.493625,0.007973,0.010864988
0.035,0.03,0.495554,0.027568,0.024783964
0.27,0.245,0.498774,0.337993,0.24421753
0,0,0.493534,0.008812,0.008537551
0.025,0.005,0.494145,0.01194,0.007554076
0.03,0.035,0.494981,0.015519,0.01562188
0.025,0.015,0.494477,0.012031,0.02933882
0.025,0.005,0.495599,0.022862,0.017668005
0,0,0.493388,0.006615,0.004779466
0.005,0.01,0.493636,0.009427,0.008879098
0.105,0.05,0.495851,0.028032,0.022725038
0.005,0.075,0.493442,0.007225,0.006642685
0.32,0.225,0.499537,0.351871,0.299408574
0,0.02,0.49346,0.008093,0.005986301
0.04,0.01,0.495254,0.019021,0.019424923
0.005,0,0.494731,0.014265,0.01419998
0.005,0.03,0.494231,0.01174,0.012482337
0,0,0.493744,0.007098,0.004995866
0.09,0.02,0.496739,0.059535,0.059889628
0.02,0.005,0.495294,0.018068,0.018349576
0.035,0.005,0.495217,0.015932,0.017184032
0.06,0.06,0.496147,0.057341,0.060387837
0.015,0.005,0.494763,0.014112,0.016513784
0.03,0.03,0.496031,0.038785,0.031656729
0.005,0,0.493755,0.007485,0.009569333
0,0.005,0.494899,0.01313,0.021851058
0.01,0,0.493928,0.009719,0.010334088
0.005,0,0.494091,0.010665,0.023301097
0.005,0,0.494362,0.011067,0.010270672
0.055,0.005,0.495172,0.018251,0.013465421
0.2,0.105,0.496592,0.068369,0.095100751
0.025,0,0.494904,0.011415,0.017025731
0.09,0.065,0.498185,0.165843,0.151343715
0,0,0.494803,0.010139,0.010498204
0.355,0.345,0.4988,0.310485,0.371533425
0.025,0.015,0.495495,0.026059,0.024580155
0,0,0.49352,0.007098,0.005422324
0,0.01,0.495057,0.017322,0.015313205
0.15,0.04,0.496414,0.060748,0.052938877
0.015,0.015,0.49514,0.015869,0.021906296
0.31,0.305,0.498381,0.230023,0.269114215
0.01,0.055,0.49478,0.014677,0.02321359
0.015,0.005,0.494382,0.009798,0.007418662
0.005,0.005,0.495166,0.02126,0.020432614
0,0,0.494721,0.015851,0.013786667
0,0,0.493374,0.007098,0.005203385
0.02,0,0.494365,0.010999,0.014585044
0.025,0,0.494352,0.012311,0.008287244
0.1,0.05,0.495497,0.039473,0.095838368
0.075,0.075,0.494154,0.010272,0.01760413
0.025,0.015,0.494973,0.027587,0.026444574
0.005,0,0.492988,0.006293,0.007962577
0.01,0.025,0.494538,0.016412,0.017232572
0.02,0.095,0.494463,0.011177,0.011645883
0,0,0.49324,0.006348,0.008229206
0.005,0.005,0.494115,0.011638,0.007756495
0,0,0.492981,0.006072,0.005170267
0.06,0.075,0.497542,0.103314,0.11292668
0.505,0.39,0.499258,0.408656,0.292529726
0,0,0.494247,0.011852,0.013056781
0.065,0.055,0.496098,0.041058,0.043706598
0.02,0.03,0.495163,0.018173,0.017314307
0,0.005,0.494288,0.012034,0.013674961
0.01,0,0.494285,0.009852,0.012420748
0.01,0,0.494949,0.025625,0.019493531
0.005,0.01,0.494566,0.014947,0.022542782
0.02,0.01,0.494276,0.01072,0.014578892
0.035,0.04,0.494563,0.013749,0.016718311
0.03,0.01,0.496238,0.049523,0.038853178
0.105,0.105,0.498219,0.169354,0.189953075
0,0,0.493853,0.008891,0.007050782
0.035,0.01,0.497039,0.084087,0.069219685
0,0,0.493521,0.007098,0.005986698
0,0,0.493634,0.007767,0.004731601
0.095,0.05,0.494787,0.015059,0.022082832
0.1,0.115,0.496731,0.070326,0.099285228
0.045,0.02,0.496409,0.055966,0.052907188
0.04,0.04,0.494858,0.059728,0.08600742
0.02,0.03,0.495939,0.047994,0.043350538
0.015,0.005,0.49425,0.009696,0.015653172
0.01,0.015,0.495649,0.018962,0.013485836
0.15,0.31,0.497519,0.124599,0.134883944
0,0.035,0.495161,0.023882,0.029681752
0.005,0,0.495056,0.026782,0.030336361
0,0,0.493269,0.006898,0.007113517
0.005,0.005,0.494607,0.013382,0.009601938
0.01,0,0.494483,0.01267,0.009993035
0.01,0,0.494761,0.015174,0.011900086
0.05,0.01,0.496597,0.068727,0.051836186
0.43,0.43,0.498781,0.358868,0.418501309
0,0,0.494938,0.016001,0.0180646
0.015,0.005,0.495084,0.018942,0.013886897
0.025,0.025,0.495954,0.053386,0.067410633
0.05,0.015,0.495598,0.034306,0.058019696
0.005,0,0.494129,0.011053,0.012694058
0.205,0.16,0.497479,0.117785,0.186486345
0.045,0.19,0.496069,0.026585,0.033554788
0,0,0.495537,0.030992,0.024107438
0.385,0.33,0.496728,0.096787,0.165328583
0.01,0.035,0.495093,0.018459,0.012508155
0.02,0.02,0.496568,0.057466,0.028609061
0.005,0.01,0.495497,0.028277,0.018318567
0.02,0.01,0.494674,0.009829,0.009465893
0.055,0.055,0.495348,0.023915,0.025723362
0.02,0.04,0.496406,0.065129,0.081359249
0.355,0.45,0.498708,0.326729,0.364413223
0.025,0,0.494361,0.012318,0.00780834
0,0.005,0.493979,0.011089,0.011546318
0.01,0.165,0.49377,0.007816,0.013008853
0.185,0.045,0.49678,0.083944,0.079378691
0.01,0.045,0.494242,0.012756,0.013101633
0.265,0.06,0.497871,0.166494,0.123251293
0.005,0.005,0.496271,0.068891,0.067755246
0.08,0.115,0.495967,0.03876,0.063057568
0.19,0.035,0.497258,0.108587,0.168186071
0.105,0.18,0.496976,0.089779,0.11750062
0.03,0,0.496307,0.04352,0.042696586
0.005,0,0.495135,0.019091,0.021099977
0,0.005,0.494371,0.011134,0.016457308
0.015,0.005,0.49564,0.022435,0.023806442
0,0,0.494047,0.009069,0.006784311
0.065,0.095,0.495953,0.032441,0.038476433
0.005,0,0.495793,0.04235,0.050571997
0.01,0,0.494123,0.012773,0.025481194
0.18,0.055,0.497801,0.14153,0.134825303
0.11,0.095,0.496497,0.069914,0.079495214
0.015,0,0.494928,0.01676,0.013625938
0.015,0.005,0.495141,0.015466,0.020391002
0,0,0.494261,0.013438,0.0148415
0.005,0.015,0.495248,0.015531,0.015743614
0.035,0.005,0.495049,0.024736,0.024132286
0.02,0.005,0.494527,0.010993,0.010202035
0.01,0,0.49475,0.016601,0.01718046
0.025,0.03,0.497283,0.0706,0.041231801
0.28,0.335,0.497825,0.194281,0.274489453
0,0.005,0.49478,0.015497,0.016887123
0.015,0,0.495632,0.023983,0.029920888
0,0.005,0.496041,0.045167,0.038777624
0,0,0.493356,0.007094,0.008313973
0,0,0.495441,0.022578,0.034595415
0.13,0.135,0.497707,0.124688,0.120076148
0.01,0,0.495341,0.022051,0.018228338
0.075,0.07,0.497,0.09872,0.089523489
0,0,0.494659,0.014258,0.011204556
0.43,0.425,0.498434,0.36772,0.313637213
0.005,0.005,0.495116,0.022138,0.02064896
0,0.01,0.495045,0.019755,0.01941001
0.01,0,0.494524,0.012174,0.010265731
0.430859,0.444444,0.500184,0.457519,0.434860452
0.115,0.055,0.485237,0.015386,0.039744854
0.05,0.04,0.497092,0.086904,0.090749938
0.14,0.06,0.498151,0.208969,0.18995019
0.01,0,0.496296,0.0497,0.032634443
0.035,0.105,0.494143,0.008246,0.017830117
0,0,0.494528,0.013414,0.011352731
0.015,0,0.49542,0.021986,0.014644656
0,0,0.49435,0.012554,0.012391581
0,0,0.493452,0.013607,0.028742892
0.01,0.005,0.494116,0.011402,0.011173243
0.07,0.065,0.497537,0.129423,0.132841458
0.34,0.405,0.499103,0.267603,0.223507773
0.02,0.02,0.495979,0.053289,0.031570374
0.03,0.015,0.49596,0.022947,0.026492559
0.04,0.02,0.497556,0.096255,0.068446138
0.02,0.01,0.494894,0.021231,0.018954441
0.005,0.01,0.496004,0.027043,0.023126363
0.005,0.02,0.494457,0.014516,0.018224508
0.01,0,0.495088,0.022452,0.016033796
0.065,0.075,0.49762,0.107912,0.084363492
0,0,0.49351,0.006873,0.01234461
0.01,0.01,0.494869,0.01365,0.012887412
0.105,0.075,0.497562,0.142097,0.079625224
0.005,0,0.495072,0.015343,0.016529256
0.33,0.375,0.500199,0.507601,0.452025098
0.615,0.78,0.500404,0.649576,0.544604999
0.1,0.04,0.496493,0.068826,0.06591883
0,0.025,0.493797,0.010744,0.008842128
